Identifier;Name;Description;ApplicationIdentifier;FunctionalApprover;TechnicalAdmin
P_TFS_GroupINFRA_GroupINFRA;P_TFS_GroupINFRA;Les membres de ce groupe possédent tous les priviléges sur toutes la collection des team project .L;TFS;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 835_835_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 835_835_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 835;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 903_903_GAA;P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 903_903;Gestionnaire Assurance en Agence tout produit rattaché é l'entité 903;Sésame Formation;;
P_Sésame Formation_Gestionnaire MO - M13_M13_GM1;P_Sésame Formation_Gestionnaire MO - M13_M13;Gestionnaire MO rattaché é l'entité M13;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B81_B81_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B81_B81;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B81;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 891_891_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 891_891;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 891;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B90_B90_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B90_B90;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B90;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B66_B66_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B66_B66;Téléopérateur Service é la personne uniquement rattaché é l'entité B66;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B67_B67_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B67_B67;Téléopérateur Service é la personne uniquement rattaché é l'entité B67;Sésame Formation;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/SRI/SD_G_infra_dosip_it_spi_sri_sd;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/SRI/SD;Groupe de mapping issu de l'AD;SVP.NET;;
P_Customsweb_Administrateur_Hokage;P_Customsweb_Administrateur;Droit d'adminitration sur CustomsWeb;Customsweb;;
P_Intranet UGS_Encadrement S09_UGS_S09_Encadrement S09;P_Intranet UGS_Encadrement S09_UGS_S09;Groupe contenant l'encadrement de l'UGS S09;Intranet UGS;;
P_Intranet UGS_Membres de UGS S12_UGS_S12_Membres de UGS S12;P_Intranet UGS_Membres de UGS S12_UGS_S12;Utilisez ce groupe pour accorder des droits de contribution pour le site SharePointé: UGS S12;Intranet UGS;;
P_Sésame Formation_Appui technique IARD_S00_CSZ;P_Sésame Formation_Appui technique IARD_S00;Appui technique IARD rattaché é l'entité S00;Sésame Formation;;
P_EASY_Prescripteur VIAREN_Prescripteur EASY Viaren;P_EASY_Prescripteur VIAREN;Unité de rattachement : VIAREN;EASY;;
P_Pivotal VIAVITA_Conseiller service assistance_Via_Conseiller_Service_Assistance;P_Pivotal VIAVITA_Conseiller service assistance;Conseiller service Front Office;Pivotal VIAVITA;;
P_Sésame Formation_Assurpro - E45_E45_UE1;P_Sésame Formation_Assurpro - E45_E45;Assurpro rattaché é l'entité E45;Sésame Formation;;
P_Sésame Formation_Conseiller Professionnel - E17_E17_UE3;P_Sésame Formation_Conseiller Professionnel - E17_E17;Conseiller Professionnel rattaché é l'entité E17;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence - 802_802_GAB;P_Sésame Formation_Gestionnaire Assurance en Agence - 802_802;Gestionnaire Assurance en Agence rattaché é l'entité 802;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E13_E13_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E13_E13;Gestionnaire UEA/UEAC rattaché é l'entité E13;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E24_E24_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E24_E24;Gestionnaire UEA/UEAC rattaché é l'entité E24;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P45_P45_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P45_P45;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P45;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance 1 - P16_P16_RA1;P_Sésame Formation_Rédacteur Assurance 1 - P16_P16;Rédacteur Assurance 1 rattaché é l'entité P16;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B02_B02_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B02_B02;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B02;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B79_B79_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B79_B79;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B79;Sésame Formation;;
P_Sésame Production_Appui Technique Régional (en UGS) - S03_S03_ATR;P_Sésame Production_Appui Technique Régional (en UGS) - S03_S03;Appui Technique Régional (en UGS) rattaché é l'entité S03;Sésame Production;;
P_Smartphone_iPhone PACIFICA;P_Smartphone_iPhone PACIFICA;Attribution d'un iPhone é un collaborateur Pacifica;Smartphone;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/UA/DIGIT_G_infra_dosip_ea_ua_digit;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/UA/DIGIT;Groupe de mapping issu de l'AD;SVP.NET;;
P_TFS_GroupARCHI_GroupARCHI;P_TFS_GroupARCHI;Les membres de ce groupe possédent tous les priviléges sur toutes la collection des team project .L;TFS;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 802_802_GAX_GAX;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 802_802_GAX;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 802;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 810_810_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 810_810_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 810;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 831_831_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 831_831_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 831;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 835_835_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 835_835_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 835;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 895_895_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 895_895_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 895;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B36_B36_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B36_B36;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B36;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 836_836_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 836_836;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 836;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P43_P43_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P43_P43;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P43;Sésame Formation;;
P_Sésame Formation_Téléopérateur Service é la personne uniquement - B88_B88_TO4;P_Sésame Formation_Téléopérateur Service é la personne uniquement - B88_B88;Téléopérateur Service é la personne uniquement rattaché é l'entité B88;Sésame Formation;;
P_Intranet UGS_Assistantes administratives SR2_UGS_SR2_Assistantes administratives SR2;P_Intranet UGS_Assistantes administratives SR2_UGS_SR2;Accès en lecture / écriture é l'intranet UGS SR2;Intranet UGS;;
P_Cartographie MEGA_Utilisateur_Utilisateur;P_Cartographie MEGA_Utilisateur;Accès en lecture é l'application;Cartographie MEGA;;
P_Console WAS RCI_RCU_Utilisateur_Operator;P_Console WAS RCI_RCU_Utilisateur;Supervise les serveurs d'applications RCI et RCU et est capable de  démarrer et arréter les  serveu;Console WAS RCI_RCU;;
P_Imprimantes_Impression en couleurs_Acces Impression Couleur;P_Imprimantes_Impression en couleurs;Droit d'impression en couleurs;Imprimantes;;
P_Intranet UGS_Visiteurs de UGS SJ2_UGS_SJ2_Visiteurs de UGS SJ2;P_Intranet UGS_Visiteurs de UGS SJ2_UGS_SJ2;Utilisez ce groupe pour accorder des droits de lecture pour le site SharePointé: UGS SJ2;Intranet UGS;;
P_Mantis_Développeur MANTIS_Développeur;P_Mantis_Développeur MANTIS;;Mantis;;
P_Pivotal VIAVITA_Administrateur technique_Via_Administrateur_Technique;P_Pivotal VIAVITA_Administrateur technique;MOE/MOA Pivotal;Pivotal VIAVITA;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 845_845_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 845_845_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 845;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 903_903_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 903_903_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 903;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P19_P19_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P19_P19;Gestionnaire Administratif Production rattaché é l'entité P19;Sésame Formation;;
P_Sésame Formation_Gestionnaire MO - M79_M79_GM1;P_Sésame Formation_Gestionnaire MO - M79_M79;Gestionnaire MO rattaché é l'entité M79;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P54_P54_RAP;P_Sésame Formation_Rédacteur Assurance Production - P54_P54;Rédacteur Assurance Production rattaché é l'entité P54;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B31_B31_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B31_B31;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B31;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B45_B45_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B45_B45;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B45;Sésame Formation;;
P_SVP.NET_Groupe AD pour mapping avec modele Client - Utilisateurs internes de la DOSIP_G_DSI_Internes;P_SVP.NET_Groupe AD pour mapping avec modele Client - Utilisateurs internes de la DOSIP;Groupe de mapping issu de l'AD;SVP.NET;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 810_810_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 810_810_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 810;Sésame Formation;;
P_Sésame Formation_Gestionnaire Administratif Production - P17_P17_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P17_P17;Gestionnaire Administratif Production rattaché é l'entité P17;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 860_860_GAA;P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 860_860;Gestionnaire Assurance en Agence tout produit rattaché é l'entité 860;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E33_E33_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E33_E33;Gestionnaire UEA/UEAC rattaché é l'entité E33;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E66_E66_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E66_E66;Gestionnaire UEA/UEAC rattaché é l'entité E66;Sésame Formation;;
P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E17_E17_HAA;P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E17_E17;Habiliteur Assupro/Habiliteur UEAC rattaché é l'entité E17;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B31_B31_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B31_B31;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B31;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B17_B17_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B17_B17;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B17;Sésame Formation;;
P_TFS_GroupTELEPHONIE_GroupTELEPHONIE;P_TFS_GroupTELEPHONIE;Les membres de ce groupe peuvent ajouter, modifier et supprimer des éléments au sein du projet d'éq;TFS;;
P_Pivotal VIAVITA_Conseiller service SALP_Via_Conseiller_Service_SALP;P_Pivotal VIAVITA_Conseiller service SALP;Conseiller service Front Office;Pivotal VIAVITA;;
P_Gestion Documentaire_Valideur_Validateurs DSI;P_Gestion Documentaire_Valideur;Utilisateurs pouvant valider des documents;Gestion Documentaire;;
P_Intranet UGS_Propriétaires de UGS S02_UGS_S02_Propriétaires de UGS S02;P_Intranet UGS_Propriétaires de UGS S02_UGS_S02;Utilisez ce groupe pour accorder des droits de contréle total pour le site SharePointé: UGS S02;Intranet UGS;;
P_MyJobs_Manager recruteur_S01_Manager recruteur;P_MyJobs_Manager recruteur_S01;Manager recruteur sur le périmétre S01;MyJobs;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 868_868_GAT_GAT;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 868_868_GAT;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 868;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence - 868_868_GAB;P_Sésame Formation_Gestionnaire Assurance en Agence - 868_868;Gestionnaire Assurance en Agence rattaché é l'entité 868;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E39_E39_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E39_E39;Gestionnaire UEA/UEAC rattaché é l'entité E39;Sésame Formation;;
P_Sésame Formation_Gestionnaire UEA/UEAC - E87_E87_UE2;P_Sésame Formation_Gestionnaire UEA/UEAC - E87_E87;Gestionnaire UEA/UEAC rattaché é l'entité E87;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P01_P01_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P01_P01;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P01;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P34_P34_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P34_P34;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P34;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance 1 - P32_P32_RA1;P_Sésame Formation_Rédacteur Assurance 1 - P32_P32;Rédacteur Assurance 1 rattaché é l'entité P32;Sésame Formation;;
P_Sésame Formation_Responsable UGS ou Responsable régional PJ_S00_RSJ;P_Sésame Formation_Responsable UGS ou Responsable régional PJ_S00;Responsable UGS ou Responsable régional PJ rattaché é l'entité S00;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B03_B03_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B03_B03;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B03;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B83_B83_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B83_B83;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B83;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B99_B99_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B99_B99;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B99;Sésame Formation;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/IDE_G_infra_dosip_it_spi_ide;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/SPI/IDE;Groupe de mapping issu de l'AD;SVP.NET;;
P_Sésame Formation_Gestionnaire Administratif Production - P43_P43_GAP;P_Sésame Formation_Gestionnaire Administratif Production - P43_P43;Gestionnaire Administratif Production rattaché é l'entité P43;Sésame Formation;;
P_Sésame Formation_Gestionnaire MO - M31_M31_GM1;P_Sésame Formation_Gestionnaire MO - M31_M31;Gestionnaire MO rattaché é l'entité M31;Sésame Formation;;
P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B13_B13_HAB;P_Sésame Formation_Habiliteur Téléopérateur/Habiliteur MO - B13_B13;Habiliteur Téléopérateur/Habiliteur MO rattaché é l'entité B13;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 802_802_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 802_802;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 802;Sésame Formation;;
P_Sésame Production_Appui Technique Régional (en UGS) - S09_S09_ATR;P_Sésame Production_Appui Technique Régional (en UGS) - S09_S09;Appui Technique Régional (en UGS) rattaché é l'entité S09;Sésame Production;;
P_EDOKIAL_VALIDATION_RECETTE_GS_EDOKIAL_VALIDATION_RCI;P_EDOKIAL_VALIDATION_RECETTE;Validation piéces justificatives(recette);EDOKIAL;;
;P_ITESOFT_PCK_CAAS_CSP_Paiement;CSP Paiement;ITESOFT;;
P_JENKINS_Administrateur_http-s00sic002-8082-jen_Admin;P_JENKINS_Administrateur_http-s00sic002-8082-jen;Permet d'administrer la console jenkins d'exécuter les Scripts de télécharger des plugins  et de me;JENKINS;;
P_JENKINS_Utilisateur_http-s00sic002-8081-jen_Utilisateur;P_JENKINS_Utilisateur_http-s00sic002-8081-jen;Lecture des logs et execution de builds;JENKINS;;
P_OCEAN_Accès VIAVITA en centre de contact VIAVITA_VIAVITA_VIAVITA_-_;P_OCEAN_Accès VIAVITA en centre de contact VIAVITA_VIAVITA_VIAVITA_-;Accès VIAVITA en centre de contact VIAVITA;OCEAN;;
P_OSCAR_Contréleur_Contréleur;P_OSCAR_Contréleur;Valider / invalider une tache planifiée du processus. Consulter des téches planifiées. Accèder au m;OSCAR;;
P_Sésame Formation_Appui Technique Régional (en UGS) - SJ3_SJ3_ATR;P_Sésame Formation_Appui Technique Régional (en UGS) - SJ3_SJ3;Appui Technique Régional (en UGS) rattaché é l'entité SJ3;Sésame Formation;;
P_Sésame Formation_Appui Technique Régional (en UGS) - SJ5_SJ5_ATR;P_Sésame Formation_Appui Technique Régional (en UGS) - SJ5_SJ5;Appui Technique Régional (en UGS) rattaché é l'entité SJ5;Sésame Formation;;
P_BigDataAssurance-HorsProduction_BiGData-OUTILS-CSP_BiGData-OUTILS-CSP;P_BigDataAssurance-HorsProduction_BiGData-OUTILS-CSP;Unité de rattachement : PACIFICA;BigDataAssurance-HorsProduction;;
P_Intranet UGS_Assistants techniques SJ3_UGS_SJ3_Assistants techniques SJ3;P_Intranet UGS_Assistants techniques SJ3_UGS_SJ3;Accès en écriture au contenu technique sur l'intranet SJ3;Intranet UGS;;
P_MagicDraw_Permission d'éditer tout modéle de tout projet _Systéme_Editer le modéle;P_MagicDraw_Permission d'éditer tout modéle de tout projet _Systéme;Permission d'éditer tout modéle de tout projet;MagicDraw;;
P_Sésame Formation_Appui Technique Régional (en UGS) - SJ2_SJ2_ATR;P_Sésame Formation_Appui Technique Régional (en UGS) - SJ2_SJ2;Appui Technique Régional (en UGS) rattaché é l'entité SJ2;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 824_824_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 824_824_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 824;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 802_802_GAA;P_Sésame Formation_Gestionnaire Assurance en Agence tout produit - 802_802;Gestionnaire Assurance en Agence tout produit rattaché é l'entité 802;Sésame Formation;;
P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E78_E78_HAA;P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E78_E78;Habiliteur Assupro/Habiliteur UEAC rattaché é l'entité E78;Sésame Formation;;
P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E91_E91_HAA;P_Sésame Formation_Habiliteur Assupro/Habiliteur UEAC - E91_E91;Habiliteur Assupro/Habiliteur UEAC rattaché é l'entité E91;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P11_P11_RAP;P_Sésame Formation_Rédacteur Assurance Production - P11_P11;Rédacteur Assurance Production rattaché é l'entité P11;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B29_B29_TO1;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier - B29_B29;Téléopérateur Avenant portefeuille particulier rattaché é l'entité B29;Sésame Formation;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/GSI/PILPPM_G_infra_dosip_bpa_gsi_pilppm;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/BPA/GSI/PILPPM;Groupe de mapping issu de l'AD;SVP.NET;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IIR/PDT_G_infra_dosip_it_iir_pdt;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/IT/IIR/PDT;Groupe de mapping issu de l'AD;SVP.NET;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 820_820_GAY_GAY;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 820_820_GAY;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 820;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance 1 - P65_P65_RA1;P_Sésame Formation_Rédacteur Assurance 1 - P65_P65;Rédacteur Assurance 1 rattaché é l'entité P65;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P31_P31_RAP;P_Sésame Formation_Rédacteur Assurance Production - P31_P31;Rédacteur Assurance Production rattaché é l'entité P31;Sésame Formation;;
P_Sésame Production_Directeur Sinistres rattaché é UGS-Siége - S00_S00_DIR;P_Sésame Production_Directeur Sinistres rattaché é UGS-Siége - S00_S00;Directeur Sinistres rattaché é UGS-Siége rattaché é l'entité S00;Sésame Production;;
P_EDOKIAL_CONSULTATION_GS_EDOKIAL_CONSULTATION_PROD;P_EDOKIAL_CONSULTATION;Profil de consultation des archives;EDOKIAL;;
P_Assuretat_Superadministrateur_superadmin;P_Assuretat_Superadministrateur;"Profil associé au compte générique ""superadmin"" pour les Accès en superadministrateur sur l'applica";Assuretat;;
P_CLARITY_;P_CLARITY;Les membres utilisateurs de ce réle se voient attribuer un compte Clarity;Clarity;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 833_833_GAX_GAX;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 833_833_GAX;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 833;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 866_866_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 866_866_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 866;Sésame Formation;;
P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 887_887_GAZ_GAZ;P_Sésame Formation_Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV - 887_887_GAZ;Equivalent GAA (profil avec saisies simplifiées) vente PJ et GAV rattaché é l'entité 887;Sésame Formation;;
P_Sésame Formation_Gestionnaire Assurance en Agence - 860_860_GAB;P_Sésame Formation_Gestionnaire Assurance en Agence - 860_860;Gestionnaire Assurance en Agence rattaché é l'entité 860;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 894_894_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - 894_894;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité 894;Sésame Formation;;
P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P47_P47_PIA;P_Sésame Formation_Personnel interrogeant en Agence + vente de produit SP - P47_P47;Personnel interrogeant en Agence + vente de produit SP rattaché é l'entité P47;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance 1 - P42_P42_RA1;P_Sésame Formation_Rédacteur Assurance 1 - P42_P42;Rédacteur Assurance 1 rattaché é l'entité P42;Sésame Formation;;
P_Sésame Formation_Rédacteur Assurance Production - P52_P52_RAP;P_Sésame Formation_Rédacteur Assurance Production - P52_P52;Rédacteur Assurance Production rattaché é l'entité P52;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B68_B68_TO2;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier + AN - B68_B68;Téléopérateur Avenant portefeuille particulier + AN rattaché é l'entité B68;Sésame Formation;;
P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B39_B39_TO3;P_Sésame Formation_Téléopérateur Avenant portefeuille particulier et professionnel - B39_B39;Téléopérateur Avenant portefeuille particulier et professionnel rattaché é l'entité B39;Sésame Formation;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DFI_G_infra_dfi_2010;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DFI;Groupe de mapping issu de l'AD;SVP.NET;;
P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/UA/ARCHI_G_infra_dosip_ea_ua_archi;P_SVP.NET_Groupe AD pour mapping avec modele Agent IPK et/ou workflow - équipe DOSIP/EA/UA/ARCHI;Groupe de mapping issu de l'AD;SVP.NET;;
